text	genre
"The Oscar winner said on a visit to Sydney there was a ""desire"" to make it, but not before lengthy negotiations. ""I think it's gonna be a lot of lawyers sitting in a room trying to thrash out a deal before it will ever happen,"" said the New Zealander. The rights to JRR Tolkien's book are split between two major film studios. Jackson, who is currently filming a remake of Hollywood classic King Kong, said he thought that the sale of MGM studios to the Sony Corporation would cast further uncertainty on the project. The 43-year-old was in the Australian city to visit a Lord of the Rings exhibition, which has attracted 140,000 visitors since it opened in December. The film-maker recently sued film company New Line Cinema for undisclosed damages over alleged withheld profits and lost revenue from the first part of the Middle Earth trilogy. The Fellowship of The Ring from 2001 went on to make worldwide profits of $291 million (Â£152 million). Jackson is thought to have secured the most lucrative film directing deal in history to remake King Kong, which is currently in production in Wellington. The picture, which stars Naomi Watts and Oscar winner Adrien Brody, is due to be released in December. Jackson has also committed to making a film version of Lovely Bones, based on the best-selling book by Alice Sebold."	entertainment
"Robert Sillerman's Sports Entertainment Enterprises, which is to be renamed CFX, recently also bought an 85% share in the estate of Elvis Presley. Mr Fuller has been appointed to the CFX board and will plan and implement the company's creative strategy. The 19 firm handles a roster of music artists, TV shows and PR strategies for stars including the Beckhams. The deal sees Mr Fuller receive Â£64.5m in cash and about 1.9 million shares in Sports Entertainment. There will also be a further Â£19.2m in either cash or stocks by the end of the financial year in June. Mr Fuller has signed a long-term agreement with the company which will see him continue to expand and develop entertainment brands. He said: ""This is a hugely exciting new partnership for myself and 19 Entertainment. ""CKX will provide 19 with a powerful platform for global growth and allow us to fully take advantage of all the amazing opportunities that lie ahead. I cannot wait to get started."" Mr Fuller was the creative drive behind Pop Idol and its US offspring American Idol. 19 Management runs the careers of many of its successful contestants including Will Young, Gareth Gates and Kelly Clarkson. The company was set up 15 years ago by Mr Fuller, taking the name from his first successful single - 19 by Paul Hardcastle. Fuller was the driving force behind the Spice Girls phenomenon, using canny marketing and catchy pop songs to secure their place as the most lucrative girl group in history. He then put together S Club 7, who had their own TV show as well as a music career. Mr Sillerman's deal to buy the Presley estate sees him control the operation of Graceland, as well as money from the late star's music and films. Presley's daughter Lisa Marie retains possession of Graceland and many of her father's ""personal effects""."	entertainment
"Film studio Lions Gate entertainment has announced an initial list of 12 movies that will be on the UMD format used by the handheld. ""The typical buyer of the machine [is] the core demographic to whom our films generally appeal,"" said Steve Beeks, president of Lions Gate. Already available in Japan, the PSP is released in the US on 24 March. Spider-Man 2 on UMD will be given to the first million customers in the US. The Punisher and House of the Dead along with older titles such as Total Recall and Rambo: First Blood, will be in the UMD format, with disks costing between $20 (Â£10.40) to $30 (Â£15.60) for new titles and $10 (Â£5.20) to $20 for older films. ""When we first saw the machine and started talking to Sony, we immediately decided it was going to be a winner, both from the gaming perspective and from the perspective of people watching movies on the go,"" Mr Beeks said. The disks, which are smaller than DVDs, only work in Sony's PSP and can hold up to 1.8GB of data. ""We actually believe people who buy the UMD would not have bought it on DVD,"" he said. ""There are people who will want UMD because of the portability. Maybe they're already taking the games with them out of the house, and they're bigger gamers than they are movie watchers."" Four movies have already been announced for PSP. They are: XXX, Hellboy, Resident Evil: Apocalypse and Once Upon a Time in Mexico."	tech
They were trading 84% above the offer price on Monday, changing hands at 372 riyals ($99; Â£53) after topping 400 early in the day. Demand for the insurer's debut shares was strong - 12 times what was on sale. The listing was part of the country's plans to open up its insurance market and boost demand in the sector. Deregulation is expected to boost demand for accident and damage cover. Previously, only NCCI has been legally allowed to offer insurance products within Saudi Arabia. However, the authorities have turned a blind eye to the many other firms selling insurance. Saudi Arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies. Policy-makers also want to make having insurance more of a requirement, but first have to take steps to boost public confidence in the system, analysts said. As a result, NCCI is being developed as the industry's flagship firm - publicly-listed, with audited accounts. Saudi Arabia sold 7 million NCCI shares, or about 70% of the company's total capital last month. More than 800,000 applicants got 9 shares each for 205 riyals apiece.	business
The organisers of the first grand slam of 2005, which begins on 17 January, said the American has a problem with her right shoulder. It comes as a blow to the women's draw as last year's champion, Justin Henin-Hardenne, and runner-up, Kim Clijsters, will also be absent. Capriati is a two-time champion in Melbourne with wins in 2001 and 2002. She is believed to have picked up the injury at the Advanta Championships at Philadelphia in November and had to pull out of an exhibition match with Wimbledon champion Maria Sharapova on 17 December. Capriati also decided against competing in the Australian Open warm-up event, the Sydney International.	sport
"Reacting to a disputed comment by All England Club chairman Tim Phillips, the American said: ""I think it is highly insulting if prize money is taken away. ""Somebody, I think it was Mr Phillips, said they won't have money for flowers at Wimbledon. That's insulting."" An All England club spokesperson denied Phillips made the remark, insisting: ""He definitely didn't say it."" The statement added: ""It was said by someone else and was a humorous aside at the end of a radio interview when the conversation had moved to talking about the Wimbledon grounds."" Davenport was speaking following the announcement that this week's Dubai Duty Free event will join the US and Australian Opens in offering equal prize money for women. ""You hear about women playing only three sets while men play five,"" said Daveport. ""And the best women are never going to beat the best men. ""But it's a different game you go to watch with the women - it doesn't make it better or worse. ""Hopefully we will be able to change people's minds."" Serena Williams, who is also in Dubai, added: ""I'm obviously for equal prize money. ""Women's tennis is exciting. Men's tennis is exciting as well, but the women have it right now. ""If you are bringing in the spectators you should be able to reap what everyone else is able to reap."""	sport
"The two giants in the field - ESPN and EA Sports - have been locked in a heavyweight battle for years. The latter is the world's largest games manufacturer. Years of experience mean that the titles in their steady flow of sport sims are finely honed, massively entertaining and ooze flair. Sports broadcaster ESPN, meanwhile, has leant its name to a series of games that are similarly classy but lower in profile and price. But that status quo was changed forever - or for the next 15 years at least - by a deal earlier this year when ESPN sold EA the rights to its TV branding and on-air talent, meaning the ESPN games presently developed by Sega will have to come to and end in their present form. It was a massive-money deal that not only raised eyebrows but stirred active indignation in many quarters, with fans concerned that it is set to enable EA to monopolise the sports gaming landscape to an unhealthy degree. Some particularly disgruntled fans set up an online petition that notched more than 18,000 virtual signatures. Many of those clicking to complain were already rankled, for the ESPN coup happened just weeks after EA had pulled off another enormous licensing deal, controversially giving them exclusive rights to teams and personnel from America&#191;s National Football League (NFL). So, will the Sega - ESPN range be missed? A key reason for answering ""yes"" is that liking or disliking a sports game regularly comes down to personal taste, and having some options available always proves hugely handy. Online soccer fans will testify to that, between bouts of arguing over which high-profile title rules supreme out of the similar-yet-hugely-different FIFA 2005 and Pro Evolution Soccer 4. On the same note, the ESPN 2k5 and EA sports games have so little to choose between them that picking favourites will come down to players' personal preferences and spending budget rather than any technical elements. Taking hockey and basketball as examples, both publishers' efforts are phenomenally entertaining and fairly accessible. They also both look awesome, with the Sega / ESPN versions perhaps shading things on a graphical front. In terms of gameplay, I marginally preferred EA's NBA Live 2005 for basketball, and was more satisfied ice hockey-wise by ESPN's NHL 2K5. The ESPN games are a touch more arcade-like in look and feel and are slightly easier to get into, although like their rivals, they also offer a dizzyingly-extensive array of in-game tricks and overall challenge modes that should be enough to quench thirsts of even the most die-hard of sports fans. Perhaps the most interesting aspect of the ESPN deal will be seeing how it affects the presentation of EA's future titles. The front-end decoration of EA's games has become something of an art-form in itself, loaded with slick visuals and oodles of licensed music. They are also immediately identifiable as coming from the EA stable, and the inevitable compulsion to add an ESPN look will no doubt change that in various ways. What is a shame is that the ESPN titles took similar care about framing the gameplay with an authentic setting - their preambles look and sound much like they would on TV. They are neat and excellent-value games in their current form, and combining them with EA's own established brand should produce a truly formidable beast."	tech
"Staff were surprised when the Prime Minister walked into HMV at 0900 GMT, accompanied by aides and local police. ""When Mr Blair came in unannounced, we were all pretty gobsmacked,"" said HMV manager Clive Smith. ""Our customer helper approached him... it was only then we realised he wanted to buy copies of the Band Aid single, rather than the latest Eminem album."" Predicted chart-topper Do They Know it's Christmas? is expected to sell at least 300,000 copies by the time the new chart is announced on Sunday. However, the new version of the 1984 single is not going to be released in the US, despite being sold in many countries around the world. US record shops are stocking an import version of Do They Know It's Christmas, which is said to be selling very well in Los Angeles and New York. The original track was released in the US, and reached number 13 in the singles chart. British stars who appear on the current recording, such as Dido and Coldplay's Chris Martin, are well-known to music fans across the Atlantic, along with U2 frontman Bono. Record company Universal is responsible for the global distribution of the single, which will be available across Europe, Asia, South America and Canada. But music fans in the US are still able to access the song and download it on Band Aid 20's official website. In 1985, a group of high-profile American stars known as USA For Africa came together to record their own fund-raising single, We Are The World. The song was written by Lionel Richie and Michael Jackson, with Quincy Jones as producer. It topped the US charts for three weeks and went on win Grammy awards for best record and song. Dionne Warwick, Diana Ross and Tina Turner were among the line-up of performers. It is predicted that the Band Aid 20 song will sell 300,000 copies in the UK by the time the new chart is announced on Sunday. The record is also tipped to become this year's Christmas number one, as the original version did in 1984. Proceeds from the sales are going towards relief for the Darfur region of Sudan and to combat HIV and Aids across Africa."	entertainment
"Dutch firm Heineken saw its annual profits drop 33% and warned that earnings in 2005 may also slide. Danish brewer Carlsberg suffered a 3% fall in profits due to waning demand and increased marketing costs. Both are looking to Russia and China to provide future growth as western European markets are largely mature. Heineken's net income fell to 537m euros ($701m; Â£371m) during 2004, from 798m euro a year ago. It blamed weak demand in western Europe and currency losses. It had warned in September that the weakening US dollar, which has cut the value of foreign sales, would knock 125m euros off its operating profits. Despite the dip in profits, Heineken's sales have been improving and total revenue for the year was 10bn euros, up 8.1% from 9.26bn euros in 2003. Heineken said it now plans to invest 100m euros in ""aggressive"" and ""high-impact"" marketing in Europe and the US in 2005. Heineken, which also owns the Amstel and Murphy's stout brands, said it would also seek to cut costs. This may involve closing down breweries. Heineken increased its dividend payment by 25% to 40 euro cents, but warned that the continued impact of a weaker dollar and an increased marketing spend may lead to a drop in 2005 net profit. Carlsberg, the world's fifth-largest brewer, saw annual pre-tax profits fall to 3.4bn Danish kroner (456m euros). Its beer sales have been affected by the sluggish European economy and by the banning of smoking in pubs in several European countries. Nevertheless, total sales increased 4% to 36bn kroner, thanks to strong sales of Carlsberg lager in Russia and Poland. Carlsberg is more optimistic than Heineken about 2005, projecting a 15% rise in net profits for the year. However, it also plans to cut 200 jobs in Sweden, where sales have been hit by demand for cheap, imported brands. ""We remain cautious about the medium-to-long term outlook for revenue growth across western Europe for a host of economic, social and structural reasons,"" investment bank Merrill Lynch said of Carlsberg."	business
"The striker, who is on a season-long loan from Chelsea, picked up the knock in an England Under-21 match against Holland earlier this month. ""Carlton will be out of action for four to six weeks after a bad challenge,"" said Villa boss David O'Leary. ""I won't be able to tell you whether he will need an operation until maybe next week. Whether he has an operation has got to be left to Chelsea."" Cole, who also struggled with an ankle problem earlier in the season, was unable to rest because O'Leary had a shortage of strikers. The return to fitness of Darius Vassell after four months out with a broken ankle and the emergence of Luke Moore has alleviated some of the Villa's manager's problems in that department."	sport
"Along with any number of senior cabinet colleagues, they are insisting their only job is to win the next election and govern in the best interests of Britain. It is a message they are aiming directly at their backbenchers who are becoming irritated and even unnerved by the continuing claims and counter claims surrounding this alleged rift. Ian Gibson, for example, urged the two men to stop squabbling, declaring: ""For goodness sake, sometimes you have to rise above petulance and make sure that you do your job as effectively as you can."" Those with slim majorities are particularly fearful that the rift could hit their own hopes of re-election. Tony Blair will seek to reassure Labour MPs on Monday evening at their first meeting of the new year at Westminster - a behind-closed doors meeting which Gordon Brown is thought likely to also attend to show unity. Meanwhile the likes of Health Secretary John Reid and Labour peer Lord Haskins are warning of the electoral dangers of allowing this soap opera to continue. And they have both warned the rival camps to stop spreading the poison. Lord Haskins even suggested Mr Blair should reinstate Mr Brown as the central figure in the election planning. But this particular genie is unusually reluctant to return to captivity and many fear it is simply too late to repair the damage. They believe they will be fighting the next election with the sounds of open warfare between the two men ringing in their ears. And it matters little whether the rift is real or, as some try to suggest, simply the product of newspaper headlines and Westminster gossip. Few in Westminster actually believe that, simply because the evidence appears to contradict it. For example, the weekend's attempts by both men to play down the divisions failed to do the trick. Even as they were both insisting on their unity of purpose and claiming they would not be swayed by newspaper stories, they still managed to stir the speculation with their comments. Mr Blair talked about the ""New"" Labour manifesto - a move which seemed calculated to irritate the chancellor, who has long rejected the label. And Mr Brown pointedly refused to deny claims the prime minister had reneged on a deal to hand him the premiership last year. That claim was repeated in Robert Peston's book, a book which amply demonstrates this corrosive Downing Street soap opera is nowhere near its final act. For his part, Mr Brown insists his only motivation was to get Labour re-elected. The trouble is, both men have fallen short of offering simple, straightforward denials of the central claims. So they have both been accused of actually making matters worse by feeding the speculation with their own behaviour. The first thing to be said is that these suggestions have not come from nowhere. They started with and are sustained by ""friends"" of the two men. One only had to listen to the chancellor's friend and former spin chief Charlie Whelan last week to understand that there is a real anger from this camp at the prime minister's apparent attempts to confound Mr Brown's leadership ambitions. But it is not just public pronouncements from ex-aides. There are whispered briefings to selected journalists from both sides. It is no secret in Westminster, for example, that Downing Street believes the chancellor is indulging in a mammoth sulk and acting in a petty and deliberately provocative manner. Then there are the actions of the men themselves. Gordon Brown sets out what is seen as a rival manifesto then appears to embark on his own personal campaign. The prime minister responds by scheduling his monthly press conference to clash with a keynote speech by the chancellor. Meanwhile large numbers of backbench MPs insist voters are either entirely uninterested in the chatter, which they believe is a media-only obsession, or that they fear for the efficient running of a government beset by such rivalry. Either way, there is universal agreement that if this goes on through the general election it can only do the Labour party serious damage. There are signs that the two men appreciate the dangers and both want to put a lid on all the speculation. But with probably only four months to the next election, that looks like being a particularly difficult trick to pull off."	politics
Changyu said in a statement to the Shenzhen stock exchange that Illva will pay 481.42m yuan ($58.16m; Â£30.7m), once the government approves the deal. The Italian liqueur maker will acquire the shares from the Yantai State Asset Management Bureau. Chinese wine sales are growing, the US Agriculture Department said, with wine sales in 2003 up 25% at 61.1bn yuan. China is encouraging state-owned companies to sell shares to foreign investors. Anheuser-Busch, Heineken and Scottish & Newcastle have all invested in the Chinese beer industry in the last two years and now Illva Saronno is betting on the Chinese wine market. Yantai State Asset Management Bureau - a government agency in the north-eastern city of Yantai - owns 55% of Changyu. The state agency will also sell 10% of its stake in Changyu to another overseas company, although it didn't say who. The remaining 12% will be retained by the Yantai city government. The consumption of wine in China is still low, at just 0.22 litres per capita, said the US Agriculture Department. This compares with 59 litres in France, 12 litres in the US and three litres in Japan.	business
"Authorities in Philadelphia said they found insufficient evidence to support the woman's allegations regarding an alleged incident in January 2004. The woman reported the allegations to Canadian authorities last month. Cosby's lawyer, Walter M Phillips Jr, said the comedian was pleased with the decision. ""He looks forward to moving on with his life,"" he said. District Attorney Bruce L Castor Jr, who was in charge of the case, said that detectives could find no instance ""where anyone complained to law enforcement of conduct which would constitute a criminal offence. He also said that the fact the woman waited a year before coming forward, and she had had further contact with Cosby during that time, were also factors in his decision. The unidentified woman's lawyer, Dolores M Troiani, said her client was likely to sue the comedian. ""I think that's the only avenue open to her. She felt, as we did, that it's a very strong case and she was telling the truth."" She also said that the woman supplied further evidence to prosecutors that she believed strengthened her allegations. Cosby emerged as one of the first black comics to have mainstream success in the US. He was a successful stand-up before hosting the children's show Fat Albert and the Cosby Kids, and starring in The Cosby Show, one of the biggest sitcoms of the 1980s."	entertainment
"Standard & Poor's has classed Russian bonds as ""investment grade"", up from their former ""speculative"" rating. Russia's reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant Yukos. S&P said the solidity of government finances outweighed the risk. Russia is now a net creditor rather than a debtor. Gold and foreign currency reserves of $119bn beat its foreign public debt of some $113bn. The other two major ratings agencies - Fitch and Moody's have long since upped their rating of Russia's sovereign debt. S&P had held back through fear that the government was dragging its feet on economic and legal reforms. Now, though, it has finally followed suit. But the agency made it clear that the improved rating did not mean that the risks were a thing of the past. Instead, with Russian government coffers brimming with tax revenues from energy sales, S&P said the government's own debt is looking a good bet. ""These improvements are so significant that they now outweight the serious and growing political risk that continues to be a key ratings constraint on Russia,"" wrote S&P credit analyst Helena Hessel. The Yukos saga is the most high-profile of the political risks to which Ms Hessel alludes. The company's founder and ex-chief executive, Mikhail Khodorkovsky, is in jail on trial for tax evasion and fraud. Many believe the real motive for his prosecution is that he threatened to use his wealth to set up a political alternative to President Vladimir Putin. His company, meanwhile, is widely believed to have fallen victim to the Kremlin's wish to get Russian energy resources as far as possible back under state control."	business
"The real estate firm, which dominates Lebanon's stock exchange, ended the day down at $8.08. Traders said there was some panic selling during Friday's session, the first since a three-day market closure to mourn the death of Mr Hariri. Beirut's benchmark BLOM stock index closed down 7.9% at 642.80. Solidere, in which Mr Hariri was a major shareholder, was the major drag on the index. The company owns much of the property in central Beirut, which it restored and redeveloped following the end of Lebanon's bitter 15-year civil war. ""Solidere should be above $10 but because of this disaster it is falling,"" said one trader. ""If Solidere drops much lower I would consider it a buying opportunity. This is a very big company held by many Lebanese."" Critics had accused Mr Hariri of using Lebanon's post-war reconstruction drive for his personal financial gain. But his assassination on Monday sent shudders through Lebanon's business community, which saw the billionaire tycoon as the country's best hope for economic revival. Solidere posted profits of $12.5m in the first half of 2004, and its shares had been gaining in recent months."	business
The Â£200 handheld computers can be used as a phone, pager or to send e-mails. The devices gained new prominence this week after Alastair Campbell used his to accidentally send an expletive-laden message to a Newsnight journalist. Mr Martin revealed some MPs had been using their Blackberries during debates and he also cautioned members against using hidden earpieces. The use of electronic devices in the Commons chamber has long been frowned on. The sound of a mobile phone or a pager can result in a strong rebuke from either the Speaker or his deputies. The Speaker chairs debates in the Commons and is charged with ensuring order in the chamber and enforcing rules and conventions of the House. He or she is always an MP chosen by colleagues who, once nominated, gives up all party political allegiances.	politics
"Jayanti Amarishi Buhecha from Cambridge was found guilty of two trademark offences last month, and sentenced at Harrow Crown Court, London, on Tuesday. Buhecha, who made Â£26,000 per month from his illegal trade, was called ""one of the biggest Bollywood pirates in the UK"" by the sentencing judge. The British Phonographic Industry (BPI) worked for two years on the case. An operation was launched against Buhecha in 2002 after complaints were received about his activities. The judge in the case, which lasted seven days, said that ""a heavy penalty was called for because of the enormous damage Buhecha caused to legitimate business"". Fake DVDs were manufactured in Pakistan and Malaysia and sold on wholesale to shops by Buhecha, who traded in conterfeit DVDs in 2002 and 2003. In December 2002, he was stopped in his car by trading standards officers, who uncovered 1,000 pirated DVDs and faked inlay cards printed with registered trademarks. Despite being arrested and bailed, Buhecha was caught a second time at the end of 2003. His home and a lock-up in Cambridge were found to contain 18,000 counterfeit DVDs and further faked inlay cards. Buhecha was previously a legitimate distributor of Bollywood films, but was suspended and sued by his employers for dealing in illegal copies of Bollywood classic Mohabbatein. Legitimate Bollywood film distributors have hailed the conviction as ""a major boost"". Bollywood music and film suffers piracy at the rate of 40%, which is more than that suffered by mainstream productions. The BPI welcomed the news of the prison sentence, but warned there are plenty of other active counterfeiters of Bollywood films. The organisation's anti-piracy director David Martin said: ""The problem simply will not disappear with Buhecha. Others and more will take his place, so it's vital that keep up our efforts in this field."""	entertainment
"Lansdowne Road, Dublin 1300 GMT The Irish coach knows a repeat of the record 83-3 victory over the States in 2000 is not on the agenda and expects a real test at Lansdowne Road. ""Their coach Tom Billups will have them very organised,"" said O'Sullivan. ""They ran five tries past the French in the summer, so we will not take them for granted. We have guys coming into the team who are chomping at the bit."" The Irish line-up shows nine changes from the team which started against South Africa with winger Tommy Bowe and flanker Denis Leamy making their international debuts. The other changes see recalls for backs David Humphreys, Kevin Maggs and Guy Easterby with Eric Miller, Marcus Horan, Donnacha O'Callaghan and Frank Sheehan all returning to the pack. O'Sullivan said the players coming in had the opportunity to stake claims for inclusion against Argentina on 27 November. Easterby gets a rare start at scrum-half while Humphreys, now effectively Ronan O'Gara's deputy at fly-half, wins his 65th cap. ""We have got to get the focus right on the day,"" said Ulster man Humphreys. ""The US may be classed as weaker opposition, but we will treat them with the respect they deserve."" The States lost 39-31 against France in their last international and are ranked 16th in world rugby. The Americans have made three changes, plus one positional switch from the game in July against the French. Lock Alec Parker, blind-side flanker Brian Surgener and right wing Al Lakomskis return and captain Kort Schubert of the Cardiff Blues shifts to number eight. Schubert is the only Eagles player remaining from the sides' meeting four years ago. G Murphy; S Horgan, B O'Driscoll (capt), K Maggs, T Bowe; D Humphreys, G Easterby; M Horan. F Sheahan, J Hayes, D O'Callaghan, P O'Connell, S Easterby, D Leamy, E Miller. S Byrne, S Best, L Cullen, A Foley, P Stringer, R O'Gara, G Dempsey. Viljoen; Lakomskis, Emerick, Sika, Fee, Hercus, Timoteo; MacDonald, Wyatt, Waasdorp, Parker, Klerck, Surgener, Petruzzella, Schubert (capt). Hobson, Osentowski, Gouws, Mo'unga, Williams, Sherman, Tuipulotu."	sport
"The debate over the legitimacy of file-sharing networks rages on as the music industry continues its threats to close the services down for good. Meanwhile the millions of downloaders are proving both an advertiser's dream come true and a branding nightmare. Paul Myers, chief executive of Wippit - a peer to peer service which provides paid-for music downloads - believes it is time advertisers stopped providing 'oxygen' for companies that support illegal downloading. ""You may be surprised to know that current advertisers on the most popular peer to peer service eDonkey who now steadfastly support copyright theft with real cash money include Nat West, Vodafone, O2, First Direct, NTL, and Renault,"" he said in an open letter to the British Phonographic Industry last month. He urged people to follow his lead and 'dump' brands associated with companies such as eDonkey. The BPI is equally quick to condemn established brands becoming bedfellows with peer to peer networks. 'Networks like eDonkey, Kazaa and Grokster facilitate illegal filesharing. The BPI strongly believes that any reputable company should look carefully at the support they are giving these networks through their advertising revenue,"" it said in a statement. ""Illegal file-sharers steal millions of pounds worth of music through these services. We are sure that the companies advertising on them would not put up with theft on such a scale from their own businesses,"" it said. But the issue is often more complicated for advertisers, said Mark Mulligan, a music analyst with Jupiter Research. ""This has been a problem for a long time, ever since the days of Napster,"" he told the BBC News website. The reality is that the millions of downloaders represent a very attractive audience. ""Advertisers probably pay a lot less for putting ads here than on more respected sites and they are reaching the perfect target audience,"" he said. ""If you put the legality issues aside, not to advertise here would mean missing out on a valuable audience,"" he added. Meanwhile companies contacted by the BBC News website insist that they were not directly aware of where their ads have been appearing. OneTel adverts were spotted on eDonkey this week and its response was typical. ""We have investigated this matter and believe that one of our affiliate partners has placed this advert without our knowledge. It is not our policy to advertise through peer-to-peer networks,"" read a statement from the discount phone firm. It has requested the advert be removed immediately, said a spokeswoman. Similarly telecommunications firm NTL blames its media buying agency which places adverts with third party networks featuring thousands of sites. Since the matter was brought to its attention last month, the agency has strict instructions to make sure ads do not appear on such sites, a spokesman told the BBC News website. However Mr Mulligan was not entirely convinced by these explanations. While smaller brands might not necessarily be aware of where the money they allocate to online advertising actually ends, this is no excuse for well-known brands, he said. ""I would be surprised if these brands didn't have the know-how to prevent this happening,"" he said. At the moment eDonkey is enjoying the benefits of having some very well-known faces advert on its network. ""Many big brands have leveraged the opportunity, including perhaps two of the biggest brands in the world - Senator John Kerry and President George W. Bush,"" said chief executive Sam Yagan. There are some distinct advantages of advertising on such a network, he thinks. ""Peer-to-peer clients offer big brands a unique opportunity to engage with their customers where they're most comfortable: at their desks interacting with their favourite digital media,"" he said."	tech
"The radio station, in partnership with technology firm Sydus, will broadcast on selected 2G and high-speed 3G networks. Later this year listeners will be able to download software from the Virgin website which enables the service. James Cridland, head of new media at Virgin Radio, said: ""It places radio at the heart of the 3G revolution."" Virgin Radio will be the first station made available followed by two digital stations, Virgin Radio Classic Rock and Virgin Radio Groove. Mr Cridland said: ""This application will enable anyone, anywhere to listen to Virgin Radio simply with the phone in their pocket. ""This allows us to tap into a huge new audience and keep radio relevant for a new generation of listeners."" Saumil Nanavati, president of Sydus, said, ""This radio player is what the 3G network was built for, giving consumers high-quality and high-data products through a handset in their pocket."" Virgin says an hour's listening to the station via mobile would involve about 7.2MB of data, which could prove expensive for people using pay as you download GPRS or 3G services. Some networks, such as Orange, charge up to Â£1 for every one megabyte of data downloaded. Virgin says radio via 2G or 3G mobiles is therefore going to appeal to people with unlimited download deals. There are 30 compatible handsets available from major manufacturers including Nokia and Samsung while Virgin said more than 14.9 million consumers across the globe can use the service currently."	tech
"However, Norfolk police chief Andy Hayman also warned that a great deal of preparatory work was still needed. ""I don't subscribe to the views of some of my colleagues who are coming out and objecting to it,"" he said. His comments come after the Liberal Democrats backed Tory demands that the government's plans be put on hold. Andy Hayman said he did not agree with politicians and senior police officers who have objected to the plans, which come into force on 7 February. ""I feel that is a premature position to be taking,"" he said. Among those who have criticised the plans are the UK's top policeman Sir John Stevens. The Metropolitan police chief said last week that the plans for 24-hour drinking should be re-examined because of a binge drinking ""epidemic"". However, Mr Hayman said: ""It would be totally unacceptable in my view for a chief constable to say, 'I'm very sorry'. He said that police should make sure that responsible people who wanted a change could benefit from more liberal legislation. ""My view is that I have got a responsibility to create an environment where that can happen, "" he said. However, he believes a lot of preparatory work is still needed to be done by police, local authorities and the drinks industry before the nation was ready for 24-hour drinking. But he is confident problems in the early days can be ""ironed out"". He believed the majority of people favoured this law change and ""we have to accept that lifestyles are changing"". But aspects such as transport, and basic things such as making sure public toilets are open all night had to be taken into account. Prime Minister Tony Blair has defended the Licensing Act, saying it is wrong to deny people the relaxed hours enjoyed elsewhere in Europe because of a ""tiny minority"" of violent binge drinkers. A six-month transitional period starts on 7 February during which time venues can apply for extended licences. The Conservatives have called for 24-hour drinking to be shelved until the problems of binge drinking are solved. On Monday, the Lib Dems also called for a delay. Lib Dem Home Affairs spokesman Mark Oaten said: ""It would clearly be prudent to allow the police and local authorities more time to prepare for flexible drinking hours."" Chief constable Mr Hayman acknowledged that binge drinking did cause problems. ""If you come to Norwich on a Friday or Saturday night you will see things going on that will you make you feel ashamed. ""However, I want industry to succeed in Norwich and I want Norwich to be the recognised nightspot of East Anglia. ""There is no way I want to say we cannot manage it or police it. We can."""	politics
"Mr Brown was joined at the launch by John Prescott and Alan Milburn, the man controversially put in charge of election planning by Mr Blair. A private meeting on Monday saw normally loyal MPs warn that feuding could jeopardise their election hopes. It follows a new book charting disputes between prime minister and chancellor. The event was the first time Mr Milburn has shared a platform with the chancellor since taking Mr Brown's traditional poll planning role. But the pair chatted amicably and Mr Brown insisted he was happy with his current campaign task. Asked about how he would deal with claims that he did not trust the prime minister, Mr Brown replied: ""You can see that our record on the economy is about the British people trusting us to run the economy."" He refused to comment on the new book, saying nobody should be distracted from the business of government. Mr Brown later told reporters: ""Of course I trust the prime minister."" Downing Street cited that comment when reporters' suggested Mr Brown had pointedly failed to deny claims he had once told Mr Blair: ""There is nothing you could ever say to me now that I could ever believe"". Labour's new posters say Britain is enjoying the lowest inflation since the 1960s, lowest unemployment for 29 years and the lowest mortgage rates for 40 years. They urge voters not to let the Tories take things backwards. Mr Milburn promised a poll campaign ""which is upbeat, confident and above all else optimistic about the future of our country"". Conservative co-chairman Liam Fox derided the photo call, saying: ""The show of unity was the worst acting I have seen since Prisoner Cell Block H."" Labour had broken promises by raising taxes 66 times and brought the slowest economic growth in the English-speaking world, he said. The prime minister and chancellor faced backbench discontent at Monday's meeting of the Parliamentary Labour Party over claims made in journalist Robert Peston's new book. Mr Blair told MPs and peers: ""I know from everyone here, in Cabinet and government, nothing is going to get in the way of a unified Labour Party with a unified position and winning the third term people desperately need."" Labour's Paul Flynn said the pair had had a ""scorching"" from MPs. On Tuesday, deputy prime minister Mr Prescott told BBC News: ""They told us very clearly, it was the troops telling the leaders: get in line."" The new book claims Mr Prescott hosted a dinner in November 2003 where the prime minister told Mr Brown he would stand down before the next election because he had lost trust over the Iraq war. Mr Blair then changed his mind in June 2004, after Cabinet allies intervened and amid suspicion the chancellor was manoeuvring against him, writes Mr Peston. Mr Prescott said there was a dinner but the discussions were confidential. ""Of course as a waiter for 10 years I have a professional ability here,"" he joked."	politics
